BOOST	1	0.80416524100641	1214.0027237546071
POLL	1	0.7986928454516224	1173.9724685751355
BOOST	2	0.7926876728124259	2165.37196357169
POLL	2	0.7774105817375327	2129.1720411475103
BOOST	3	0.8093545910162743	3223.1654095901654
POLL	3	0.7758645184459502	3238.368535894528
POLL	4	0.848684145094459	3892.596934133572
BOOST	4	0.782723792009484	4048.532772248386
POLL	5	0.9084367244949217	4375.112366056405
BOOST	5	1.0208595177183186	4058.7916252359873
POLL	6	0.9843591556696651	4817.843073762409
BOOST	6	1.079650130944384	4450.327405297036
BOOST	7	1.1228450040425824	4793.698769877709
POLL	7	1.0874654595701498	4813.9589271874065
POLL	8	2.2237782621200797	4260.459986306965
BOOST	8	2.207625420617935	4317.24636690324
POLL	9	4.554394977866439	3423.091044348652
BOOST	9	3.8386961386946274	3872.833513678357
POLL	10	5.677021086068598	3489.4444039028776
BOOST	10	5.268687932269943	3560.09743045275
POLL	11	7.398731723922772	3352.7915069924516
BOOST	11	7.816134437055307	3304.698438038176
BOOST	12	11.387644255959147	3113.8180690353756
POLL	12	9.50343015063351	3147.587293189883
BOOST	13	12.093809240915816	2884.4413701323565
POLL	13	12.430810425664319	2878.5854614810514
BOOST	14	21.889734051760314	2460.6217421950673
POLL	14	16.26078293356066	2758.5087173467296
POLL	15	17.157351171051673	2596.379652810484
BOOST	15	17.538345419726486	2564.707991618825
BOOST	16	28.466389683925943	1206.3891318317176
POLL	16	20.373021265747123	1454.251611220682
